age,body_type,diet,drinks,drugs,height,sex,smokes
31,athletic,anything,socially,never,64.0,f,no
46,fit,vegetarian,socially,never,66.0,f,no
39,athletic,anything,socially,never,75.0,m,no
38,athletic,anything,socially,never,67.0,m,no
58,fit,anything,socially,never,66.0,f,no
40,average,anything,socially,never,66.0,f,no
38,average,anything,socially,sometimes,76.0,m,no
64,curvy,anything,rarely,never,62.0,f,no
34,average,anything,socially,never,60.0,f,no
38,athletic,anything,socially,never,67.0,m,no
30,athletic,anything,rarely,never,74.0,m,no
41,average,anything,socially,never,66.0,m,when drinking
23,fit,other,socially,never,72.0,m,no
38,fit,anything,socially,never,66.0,f,no
37,fit,anything,socially,never,70.0,m,no
22,skinny,anything,socially,never,70.0,m,no
45,fit,anything,socially,never,64.0,f,no
31,curvy,other,not at all,never,63.0,f,no
31,full figured,anything,socially,never,64.0,f,trying to quit
47,curvy,anything,socially,never,66.0,f,no
45,athletic,anything,socially,never,64.0,f,no
25,average,vegetarian,socially,never,62.0,f,no
32,average,other,often,sometimes,76.0,m,yes
41,fit,anything,socially,never,73.0,m,no
29,a little extra,anything,socially,never,71.0,m,no
19,average,vegetarian,socially,sometimes,66.0,f,no
68,a little extra,vegetarian,rarely,never,63.0,f,no
35,fit,anything,socially,never,72.0,m,no
38,a little extra,anything,socially,sometimes,68.0,m,no
26,fit,anything,socially,never,72.0,m,no
24,average,vegetarian,socially,never,66.0,f,no
25,average,anything,socially,never,62.0,f,trying to quit
24,athletic,anything,socially,never,63.0,f,no
20,full figured,anything,socially,sometimes,68.0,f,no
46,average,anything,socially,sometimes,73.0,m,no
22,athletic,anything,not at all,never,67.0,m,no
32,average,anything,socially,never,73.0,m,no
28,average,anything,socially,never,72.0,m,no
20,a little extra,vegetarian,rarely,sometimes,68.0,f,yes
24,thin,anything,socially,never,70.0,f,no
30,thin,anything,socially,never,70.0,f,no
42,athletic,other,not at all,never,72.0,m,no
29,a little extra,anything,socially,sometimes,76.0,m,when drinking
31,athletic,anything,socially,never,69.0,m,yes
34,average,anything,socially,sometimes,68.0,m,when drinking
28,athletic,anything,socially,never,67.0,m,no
30,fit,anything,socially,never,70.0,m,no
57,a little extra,anything,socially,never,68.0,m,no
36,fit,anything,socially,never,72.0,m,no
31,fit,vegetarian,socially,never,71.0,m,no
25,fit,anything,often,sometimes,72.0,m,no
30,average,anything,not at all,never,68.0,m,no
34,athletic,anything,socially,never,70.0,m,no
22,a little extra,anything,often,sometimes,73.0,m,no
29,fit,anything,rarely,never,73.0,m,no
24,average,anything,socially,never,69.0,m,no
33,athletic,anything,socially,never,64.0,m,no
27,athletic,anything,socially,never,72.0,m,sometimes
23,skinny,anything,often,sometimes,72.0,m,when drinking
23,athletic,anything,rarely,never,68.0,m,trying to quit
25,athletic,anything,socially,never,71.0,m,no
23,fit,anything,rarely,never,72.0,m,no
29,fit,anything,socially,never,69.0,m,no
63,a little extra,anything,socially,never,70.0,m,no
21,average,anything,often,never,70.0,m,no
41,fit,anything,rarely,never,71.0,m,no
18,fit,anything,socially,never,66.0,m,no
47,athletic,anything,socially,never,73.0,m,no
41,athletic,anything,rarely,never,75.0,m,no
21,athletic,anything,socially,sometimes,73.0,m,yes
49,athletic,anything,socially,sometimes,69.0,m,trying to quit
45,athletic,anything,not at all,never,70.0,m,no
24,fit,anything,socially,never,68.0,m,no
29,average,anything,socially,never,68.0,m,no
28,fit,vegan,not at all,never,70.0,m,no
40,average,anything,socially,never,69.0,m,no
23,athletic,anything,socially,never,72.0,m,yes
35,athletic,anything,socially,never,62.0,f,no
36,average,anything,rarely,never,69.0,m,no
25,fit,anything,not at all,sometimes,69.0,m,yes
25,average,anything,socially,never,71.0,m,sometimes
44,average,anything,socially,never,71.0,m,no
30,average,anything,socially,never,72.0,m,no
54,average,vegetarian,rarely,never,68.0,m,no
22,average,anything,socially,never,76.0,m,sometimes
48,average,anything,socially,never,76.0,m,no
26,athletic,anything,socially,never,66.0,m,no
40,fit,anything,rarely,never,68.0,m,no
33,athletic,anything,rarely,never,69.0,m,no
26,average,anything,socially,never,66.0,m,no
30,thin,anything,often,sometimes,67.0,m,yes
58,average,anything,socially,never,72.0,m,no
30,fit,anything,socially,never,68.0,m,no
25,fit,anything,socially,never,74.0,m,no
30,athletic,anything,socially,never,73.0,m,no
35,fit,anything,socially,never,70.0,m,no
27,a little extra,anything,socially,never,64.0,m,no
20,average,anything,socially,never,71.0,m,no
32,athletic,anything,socially,never,73.0,m,no
47,a little extra,anything,rarely,never,74.0,m,no
25,fit,anything,socially,never,72.0,m,no
24,athletic,vegan,very often,sometimes,65.0,m,no
33,fit,anything,often,never,68.0,m,no
35,fit,anything,socially,never,71.0,m,no
19,athletic,anything,socially,never,65.0,m,no
29,fit,anything,often,never,68.0,m,when drinking
27,athletic,anything,socially,never,72.0,m,no
23,fit,anything,socially,never,69.0,m,no
25,athletic,anything,socially,never,70.0,m,no
35,fit,anything,socially,never,71.0,m,no
29,athletic,anything,socially,never,66.0,m,no
39,fit,anything,socially,never,70.0,m,no
25,average,anything,socially,never,70.0,f,no
61,athletic,anything,socially,never,60.0,f,no
22,average,vegetarian,socially,never,61.0,f,sometimes
30,average,anything,socially,never,72.0,m,no
65,athletic,anything,not at all,never,69.0,m,no
24,thin,anything,socially,never,66.0,m,no
19,a little extra,vegetarian,socially,never,63.0,f,no
25,fit,vegetarian,socially,sometimes,66.0,f,yes
34,thin,anything,socially,never,64.0,f,no
34,average,anything,socially,never,66.0,m,no
30,average,anything,socially,never,67.0,m,no
30,curvy,anything,socially,never,64.0,f,no
18,athletic,anything,socially,never,67.0,m,no
25,average,vegetarian,socially,never,69.0,m,no
35,fit,vegetarian,often,never,70.0,m,no
26,average,anything,socially,never,74.0,m,no
34,thin,anything,socially,never,63.0,m,no
27,curvy,anything,often,never,71.0,f,no
29,athletic,anything,not at all,never,72.0,m,no
23,average,anything,socially,never,69.0,m,when drinking
23,fit,anything,socially,never,71.0,m,no
30,fit,anything,socially,never,69.0,m,no
33,overweight,anything,socially,never,71.0,m,no
32,thin,anything,not at all,never,70.0,m,no
26,average,anything,socially,never,72.0,m,no
31,fit,anything,socially,never,73.0,m,no
41,average,anything,not at all,never,69.0,m,trying to quit
48,athletic,anything,socially,sometimes,68.0,m,no
20,athletic,anything,socially,never,72.0,m,no
57,thin,anything,rarely,never,70.0,m,no
28,fit,other,socially,never,69.0,m,no
26,average,anything,socially,sometimes,72.0,m,sometimes
36,fit,anything,not at all,never,71.0,m,trying to quit
33,athletic,anything,rarely,never,67.0,m,no
29,average,anything,socially,never,71.0,m,no
28,average,anything,socially,never,74.0,m,no
52,full figured,anything,socially,never,70.0,f,no
23,athletic,anything,socially,never,75.0,m,no
29,fit,vegetarian,socially,never,66.0,m,no
28,average,anything,socially,never,69.0,m,no
22,skinny,anything,socially,sometimes,72.0,m,no
23,skinny,anything,rarely,sometimes,69.0,m,no
42,a little extra,anything,socially,never,67.0,f,no
56,average,vegetarian,not at all,never,63.0,f,no
26,athletic,anything,socially,never,73.0,m,no
26,athletic,anything,socially,never,74.0,m,no
40,average,anything,socially,never,68.0,m,no
18,athletic,anything,not at all,never,65.0,m,no
37,fit,anything,socially,never,66.0,m,no
29,thin,vegetarian,socially,sometimes,72.0,m,no
26,average,anything,rarely,never,70.0,m,no
21,thin,anything,rarely,often,73.0,m,yes
26,average,anything,socially,never,75.0,m,no
42,thin,anything,socially,never,65.0,f,sometimes
31,average,anything,socially,never,71.0,m,no
21,average,anything,socially,never,65.0,f,sometimes
49,athletic,anything,socially,never,70.0,m,no
62,fit,anything,socially,never,69.0,m,no
29,average,anything,socially,sometimes,68.0,m,when drinking
25,average,anything,often,never,72.0,m,no
27,fit,anything,often,never,71.0,m,sometimes
24,average,anything,socially,never,66.0,f,no
33,athletic,anything,socially,never,62.0,f,no
22,average,anything,socially,never,71.0,m,no
27,average,anything,often,sometimes,70.0,f,yes
30,skinny,anything,socially,never,65.0,f,no
27,athletic,anything,socially,never,73.0,m,when drinking
40,fit,other,socially,never,71.0,m,no
27,athletic,anything,socially,never,70.0,m,no
23,fit,other,socially,never,68.0,m,no
31,average,anything,often,sometimes,69.0,m,no
39,fit,anything,socially,never,70.0,m,no
38,thin,anything,socially,never,69.0,f,no
45,a little extra,anything,not at all,never,69.0,m,no
28,thin,anything,socially,sometimes,70.0,m,sometimes
26,thin,anything,socially,never,62.0,f,no
28,average,anything,socially,never,64.0,f,no
26,average,anything,often,never,67.0,f,no
34,athletic,anything,not at all,never,68.0,f,no
41,average,anything,socially,never,61.0,f,no
31,curvy,halal,socially,never,66.0,f,no
33,curvy,anything,socially,never,62.0,f,no
19,average,anything,rarely,never,64.0,f,no
39,average,anything,socially,never,65.0,m,no
24,jacked,anything,socially,never,70.0,m,no
38,athletic,anything,socially,never,67.0,m,no
26,fit,anything,socially,never,71.0,m,no
54,athletic,anything,socially,never,67.0,f,no
50,fit,vegetarian,socially,never,63.0,f,trying to quit
64,average,vegetarian,socially,never,64.0,f,no
25,average,anything,socially,never,65.0,f,no
26,a little extra,anything,socially,never,74.0,m,sometimes
24,average,anything,socially,never,68.0,m,no
27,fit,anything,socially,never,68.0,m,when drinking
34,a little extra,vegetarian,rarely,never,71.0,m,when drinking
23,fit,anything,often,never,72.0,m,no
32,average,anything,socially,never,65.0,f,no
34,fit,anything,socially,never,68.0,f,no
29,thin,anything,socially,never,66.0,f,no
32,fit,anything,socially,never,63.0,f,no
21,skinny,vegetarian,socially,sometimes,69.0,f,no
25,fit,vegetarian,socially,never,70.0,f,no
52,fit,anything,often,never,68.0,f,no
31,athletic,anything,socially,sometimes,73.0,m,no
28,athletic,anything,socially,sometimes,75.0,m,trying to quit
26,a little extra,vegetarian,not at all,never,70.0,m,no
31,athletic,anything,socially,never,74.0,m,no
30,fit,anything,socially,never,64.0,f,no
57,athletic,other,rarely,never,70.0,m,no
29,thin,vegetarian,often,sometimes,72.0,m,yes
28,skinny,vegetarian,rarely,never,67.0,m,trying to quit
28,fit,anything,socially,sometimes,73.0,m,yes
22,athletic,anything,socially,sometimes,70.0,m,sometimes
31,average,anything,socially,sometimes,74.0,m,sometimes
47,average,vegetarian,not at all,never,63.0,f,no
31,a little extra,anything,rarely,never,73.0,m,no
20,average,anything,socially,never,70.0,m,no
42,average,anything,socially,never,66.0,m,no
25,average,anything,socially,never,65.0,f,no
25,athletic,anything,socially,never,70.0,m,no
26,a little extra,anything,very often,sometimes,72.0,m,yes
33,average,kosher,desperately,never,67.0,f,no
24,average,other,often,never,61.0,m,when drinking
52,average,vegetarian,rarely,never,67.0,f,no
29,curvy,anything,socially,never,64.0,f,no
46,fit,vegetarian,socially,sometimes,72.0,m,no
26,fit,anything,socially,never,67.0,m,no
28,thin,anything,socially,never,74.0,m,no
33,average,anything,rarely,never,73.0,m,no
24,athletic,anything,socially,never,73.0,m,no
20,thin,vegetarian,often,sometimes,67.0,f,sometimes
22,curvy,anything,socially,never,63.0,f,no
21,average,anything,socially,never,64.0,f,no
27,curvy,anything,socially,never,65.0,f,no
43,athletic,anything,socially,never,65.0,f,no
21,average,anything,socially,sometimes,74.0,m,trying to quit
41,fit,other,socially,never,69.0,m,no
23,average,anything,often,never,71.0,m,trying to quit
43,average,anything,socially,never,64.0,m,no
26,athletic,anything,socially,never,70.0,m,no
34,athletic,anything,rarely,never,68.0,m,sometimes
35,a little extra,anything,not at all,never,74.0,m,yes
50,athletic,anything,often,never,64.0,f,no
41,athletic,anything,socially,never,71.0,m,no
26,athletic,anything,socially,never,71.0,m,no
32,average,anything,rarely,never,73.0,m,no
27,average,anything,often,never,72.0,m,sometimes
26,athletic,anything,socially,never,72.0,m,when drinking
33,skinny,anything,not at all,never,66.0,m,yes
21,thin,anything,rarely,never,70.0,m,no
51,thin,anything,not at all,never,63.0,f,no
34,fit,anything,socially,never,65.0,f,no
28,average,anything,socially,never,70.0,m,no
36,average,anything,rarely,never,71.0,m,no
26,skinny,anything,not at all,never,74.0,m,no
39,fit,anything,socially,never,64.0,f,no
42,athletic,anything,socially,sometimes,71.0,m,no
22,athletic,anything,rarely,never,72.0,m,trying to quit
26,athletic,anything,socially,never,67.0,m,no
26,athletic,anything,socially,never,71.0,m,no
24,full figured,anything,not at all,often,65.0,f,no
31,average,anything,socially,sometimes,70.0,m,yes
28,full figured,kosher,rarely,never,67.0,f,no
21,average,other,not at all,never,67.0,m,no
32,average,anything,often,sometimes,69.0,m,when drinking
23,average,anything,often,sometimes,76.0,m,when drinking
44,athletic,anything,socially,never,60.0,m,no
30,athletic,anything,socially,never,71.0,m,no
23,overweight,other,socially,never,74.0,m,no
28,fit,other,rarely,never,70.0,m,no
43,fit,vegetarian,rarely,never,70.0,m,no
22,a little extra,anything,socially,never,75.0,f,sometimes
26,fit,vegetarian,rarely,never,65.0,f,no
29,thin,anything,rarely,never,63.0,f,no
31,average,vegetarian,socially,sometimes,63.0,f,sometimes
32,fit,anything,socially,never,67.0,m,no
21,athletic,anything,socially,never,70.0,m,sometimes
32,athletic,anything,socially,never,72.0,m,no
30,fit,anything,socially,never,65.0,m,no
31,thin,anything,rarely,never,70.0,m,no
32,curvy,anything,socially,never,66.0,f,no
33,thin,anything,not at all,never,65.0,f,no
32,athletic,anything,socially,sometimes,69.0,f,no
24,average,anything,socially,never,66.0,f,no
26,curvy,anything,socially,never,63.0,f,no
34,average,anything,socially,never,65.0,f,no
20,fit,vegetarian,socially,sometimes,64.0,f,no
44,curvy,anything,socially,never,71.0,f,no
26,thin,anything,socially,never,66.0,f,no
26,average,vegetarian,not at all,never,65.0,f,no
36,average,anything,socially,never,65.0,f,no
46,fit,anything,socially,never,64.0,f,no
26,average,anything,socially,sometimes,67.0,f,sometimes
48,average,anything,rarely,never,67.0,f,no
38,athletic,anything,socially,never,73.0,m,no
21,curvy,anything,socially,never,67.0,f,when drinking
36,average,anything,socially,sometimes,70.0,m,no
37,athletic,anything,socially,never,69.0,m,no
25,average,anything,socially,never,72.0,m,no
25,fit,anything,socially,sometimes,75.0,m,when drinking
37,athletic,anything,socially,never,71.0,m,no
28,fit,anything,socially,never,72.0,m,no
30,average,anything,socially,never,68.0,m,trying to quit
30,fit,other,socially,never,67.0,m,no
26,fit,vegan,socially,often,74.0,m,no
27,average,anything,socially,never,69.0,m,no
29,average,vegetarian,socially,never,71.0,m,no
23,average,anything,often,never,73.0,m,yes
21,athletic,anything,rarely,never,72.0,m,no
27,average,anything,socially,never,75.0,m,no
22,average,anything,rarely,never,70.0,m,no
20,athletic,anything,socially,never,68.0,m,no
27,thin,anything,often,sometimes,67.0,m,no
36,athletic,anything,not at all,never,70.0,m,no
38,thin,vegetarian,socially,never,75.0,m,no
39,fit,anything,socially,never,72.0,m,sometimes
20,athletic,anything,socially,never,68.0,m,no
33,fit,anything,socially,never,72.0,m,no
27,athletic,anything,socially,never,65.0,m,no
32,athletic,anything,rarely,never,69.0,m,trying to quit
60,average,anything,often,never,66.0,m,no
47,a little extra,anything,socially,never,72.0,m,no
26,average,anything,rarely,never,68.0,m,no
28,fit,vegan,socially,never,70.0,m,no
50,athletic,anything,rarely,never,72.0,m,no
21,athletic,anything,socially,sometimes,72.0,m,no
25,average,anything,socially,never,73.0,m,no
23,average,anything,socially,never,69.0,m,no
32,fit,anything,socially,never,72.0,m,no
24,athletic,anything,socially,sometimes,71.0,m,no
28,fit,anything,socially,sometimes,72.0,m,no
22,athletic,anything,socially,never,68.0,m,no
24,average,anything,very often,sometimes,69.0,m,yes
43,athletic,anything,socially,never,74.0,m,no
24,average,vegetarian,not at all,never,72.0,m,no
27,athletic,anything,socially,never,74.0,m,no
22,athletic,anything,socially,never,73.0,m,sometimes
36,fit,anything,socially,never,72.0,m,no
22,athletic,anything,socially,never,66.0,m,no
50,athletic,vegetarian,socially,never,70.0,m,no
48,thin,anything,socially,sometimes,70.0,m,sometimes
18,average,anything,rarely,never,68.0,m,no
23,average,anything,rarely,never,66.0,m,no
29,thin,anything,socially,sometimes,73.0,m,yes
33,athletic,vegetarian,socially,never,71.0,m,no
27,a little extra,anything,socially,never,72.0,m,no
24,fit,vegetarian,not at all,never,73.0,m,no
